,user_id,business_id,score,rank
0,PUFPaY9KxDAcGqfsorJp3Q,4bEjOyTaDG24SY5TxsaUNQ,0.999842653976,1
1,PUFPaY9KxDAcGqfsorJp3Q,zt1TpTuJ6y9n551sw9TaEg,0.999090543196,2
2,PUFPaY9KxDAcGqfsorJp3Q,2e2e7WgqU1BnpxmQL5jbfw,0.998932923244,3
3,PUFPaY9KxDAcGqfsorJp3Q,sIyHTizqAiGu12XMLX3N3g,0.998814530978,4
4,PUFPaY9KxDAcGqfsorJp3Q,aGbjLWzcrnEx2ZmMCFm3EA,0.996986162527,5
5,PUFPaY9KxDAcGqfsorJp3Q,Xhg93cMdemu5pAMkDoEdtQ,0.994813915637,6
6,PUFPaY9KxDAcGqfsorJp3Q,YNQgak-ZLtYJQxlDwN-qIg,0.992903688631,7
7,PUFPaY9KxDAcGqfsorJp3Q,QbmcCE_cLq4WO8ZMKImaLw,0.989407794891,8
8,PUFPaY9KxDAcGqfsorJp3Q,CZjcFdvJhksq9dy58NVEzw,0.989243573859,9
9,PUFPaY9KxDAcGqfsorJp3Q,tFU2Js_nbIZOrnKfYJYBBg,0.987505661631,10
10,PUFPaY9KxDAcGqfsorJp3Q,lliksv-tglfUz1T3B3vgvA,0.985175280495,11
11,PUFPaY9KxDAcGqfsorJp3Q,eq6lQI039SBLC6sHm3idGA,0.983944315841,12
12,PUFPaY9KxDAcGqfsorJp3Q,xfwRO04KbAPw_zRotCfWQQ,0.982597972705,13
13,PUFPaY9KxDAcGqfsorJp3Q,DO3Gk17RyJVW7zYMCtYPnw,0.97325860084,14
14,PUFPaY9KxDAcGqfsorJp3Q,PXviRcHR1mqdH4vRc2LEAQ,0.971514282685,15
15,PUFPaY9KxDAcGqfsorJp3Q,xyTJYlbE_MLouK6rCou6zg,0.958532304374,16
16,PUFPaY9KxDAcGqfsorJp3Q,mDdqifuTrfXAOfxiLMGu5Q,0.95728081344,17
17,PUFPaY9KxDAcGqfsorJp3Q,BqrTtox0JbG-P_DKBB5bBw,0.956441467189,18
18,PUFPaY9KxDAcGqfsorJp3Q,jOuERtVf7QePnK9ZcdH5XA,0.942083226526,19
19,PUFPaY9KxDAcGqfsorJp3Q,iUPJmJvHy9fVfRxsuwwdLQ,0.940641149963,20
20,PUFPaY9KxDAcGqfsorJp3Q,FV16IeXJp2W6pnghTz2FAw,0.93952339023,21
21,PUFPaY9KxDAcGqfsorJp3Q,SsTxjxo8qvqBMvan1rzNzg,0.93118242667,22
22,PUFPaY9KxDAcGqfsorJp3Q,HbUQ_3dlm3uCacmhTEMnuA,0.919308705515,23
23,PUFPaY9KxDAcGqfsorJp3Q,DjOxXobyGDwWt89q4z1twg,0.913435316634,24
24,PUFPaY9KxDAcGqfsorJp3Q,rBPQuQgTcMtUq5-RYhY2uQ,0.907558082249,25
25,PUFPaY9KxDAcGqfsorJp3Q,vxxMqBaAHuWdx4impsLSSA,0.907336651139,26
26,PUFPaY9KxDAcGqfsorJp3Q,1yx2zLskVTe5WQdYjL2Apw,0.905798302544,27
27,PUFPaY9KxDAcGqfsorJp3Q,VVeogjZya58oiTxK7qUjAQ,0.903807552138,28
28,PUFPaY9KxDAcGqfsorJp3Q,JokKtdXU7zXHcr20Lrk29A,0.897719189982,29
29,PUFPaY9KxDAcGqfsorJp3Q,NsnZ5GhagXBKrCOelxVQxw,0.895976939762,30
